T_healthy,T_lake,T_replica_repair,_run_dir,all2allv_bytes,all2allv_us,benchmark,capacity,cold_start_bytes,cold_start_storage_us,data_lake_reload_us,decode_steps_effective,decode_steps_requested,ft_tax,initial_replication_us,lost_expert_bytes,lost_expert_count,max_paused_request_streams,mean_paused_request_streams,migration_network_us,network_repair_bytes,paused_stream_step_area,placement,ranks_per_node,repair_fraction_of_total,repair_source_speedup,scaleout_gbps,scaleup_gbps,scenario,serviceable,stalled_request_pct_max,stalled_request_pct_mean,stalled_request_penalty_us,storage_read_gbps,subjects,system_benefit_vs_lake,terminal_failure_reason
99069.88446495717,220975989.3656204,7822898.132706113,experiments/runs/repair_sweep/node1_fail_join_lazarus_cap16_steps128_so100p0_store14p0,6941880320.0,91956.99990611369,mmlu,16,0.0,0.0,220884032.36571428,36,128,78.96343247955654,3865470.5664,0.0,1536.0,64,2.01765447667087,7730941.1328,386547056640.0,6400,lazarus,4,29.22382084239557,28.571428571428573,100.0,3600,node1_fail_join,True,25.0,0.7881462799495587,0.0,14.0,"abstract_algebra,anatomy,astronomy",28.247330543876064,
99069.88446495717,123787015.1247061,7822898.132706113,experiments/runs/repair_sweep/node1_fail_join_lazarus_cap16_steps128_so100p0_store25p0,6941880320.0,91956.99990611369,mmlu,16,0.0,0.0,123695058.1248,36,128,78.96343247955654,3865470.5664,0.0,1536.0,64,2.01765447667087,7730941.1328,386547056640.0,6400,lazarus,4,16.80016753741581,16.0,100.0,3600,node1_fail_join,True,25.0,0.7881462799495587,0.0,25.0,"abstract_algebra,anatomy,astronomy",15.823677238896302,
99069.88446495717,883628086.4627632,7822898.132706113,experiments/runs/repair_sweep/node1_fail_join_lazarus_cap16_steps128_so100p0_store3p5,6941880320.0,91956.99990611369,mmlu,16,0.0,0.0,883536129.4628571,36,128,78.96343247955654,3865470.5664,0.0,1536.0,64,2.01765447667087,7730941.1328,386547056640.0,6400,lazarus,4,113.93054792180301,114.28571428571429,100.0,3600,node1_fail_join,True,25.0,0.7881462799495587,0.0,3.5,"abstract_algebra,anatomy,astronomy",112.9540576232835,
99069.88446495717,61939486.06230611,7822898.132706113,experiments/runs/repair_sweep/node1_fail_join_lazarus_cap16_steps128_so100p0_store50p0,6941880320.0,91956.99990611369,mmlu,16,0.0,0.0,61847529.0624,36,128,78.96343247955654,3865470.5664,0.0,1536.0,64,2.01765447667087,7730941.1328,386547056640.0,6400,lazarus,4,8.894206343337782,8.0,100.0,3600,node1_fail_join,True,25.0,0.7881462799495587,0.0,50.0,"abstract_algebra,anatomy,astronomy",7.917716044818275,
99069.88446495717,441860021.7313347,7822898.132706113,experiments/runs/repair_sweep/node1_fail_join_lazarus_cap16_steps128_so100p0_store7p0,6941880320.0,91956.99990611369,mmlu,16,0.0,0.0,441768064.73142856,36,128,78.96343247955654,3865470.5664,0.0,1536.0,64,2.01765447667087,7730941.1328,386547056640.0,6400,lazarus,4,57.45939653553138,57.142857142857146,100.0,3600,node1_fail_join,True,25.0,0.7881462799495587,0.0,7.0,"abstract_algebra,anatomy,astronomy",56.482906237011875,
49534.942232478585,220930013.47117844,3911451.671864168,experiments/runs/repair_sweep/node1_fail_join_lazarus_cap16_steps128_so200p0_store14p0,6941880320.0,45981.10546416797,mmlu,16,0.0,0.0,220884032.36571428,36,128,78.9634850790145,1932735.2832,0.0,1536.0,64,2.01765447667087,3865470.5664,386547056640.0,6400,lazarus,4,57.459358260458934,57.142857142857146,200.0,3600,node1_fail_join,True,25.0,0.7881462799495587,0.0,14.0,"abstract_algebra,anatomy,astronomy",56.482869278526685,
49534.942232478585,123741039.23026417,3911451.671864168,experiments/runs/repair_sweep/node1_fail_join_lazarus_cap16_steps128_so200p0_store25p0,6941880320.0,45981.10546416797,mmlu,16,0.0,0.0,123695058.1248,36,128,78.9634850790145,1932735.2832,0.0,1536.0,64,2.01765447667087,3865470.5664,386547056640.0,6400,lazarus,4,32.6120682018821,32.0,200.0,3600,node1_fail_join,True,25.0,0.7881462799495587,0.0,25.0,"abstract_algebra,anatomy,astronomy",31.63557921994985,
49534.942232478585,883582110.5683213,3911451.671864168,experiments/runs/repair_sweep/node1_fail_join_lazarus_cap16_steps128_so200p0_store3p5,6941880320.0,45981.10546416797,mmlu,16,0.0,0.0,883536129.4628571,36,128,78.9634850790145,1932735.2832,0.0,1536.0,64,2.01765447667087,3865470.5664,386547056640.0,6400,lazarus,4,226.87269956893738,228.57142857142858,200.0,3600,node1_fail_join,True,25.0,0.7881462799495587,0.0,3.5,"abstract_algebra,anatomy,astronomy",225.89621058700513,
49534.942232478585,61893510.167864166,3911451.671864168,experiments/runs/repair_sweep/node1_fail_join_lazarus_cap16_steps128_so200p0_store50p0,6941880320.0,45981.10546416797,mmlu,16,0.0,0.0,61847529.0624,36,128,78.9634850790145,1932735.2832,0.0,1536.0,64,2.01765447667087,3865470.5664,386547056640.0,6400,lazarus,4,16.80015634642411,16.0,200.0,3600,node1_fail_join,True,25.0,0.7881462799495587,0.0,50.0,"abstract_algebra,anatomy,astronomy",15.823667364491863,
49534.942232478585,441814045.8368927,3911451.671864168,experiments/runs/repair_sweep/node1_fail_join_lazarus_cap16_steps128_so200p0_store7p0,6941880320.0,45981.10546416797,mmlu,16,0.0,0.0,441768064.73142856,36,128,78.9634850790145,1932735.2832,0.0,1536.0,64,2.01765447667087,3865470.5664,386547056640.0,6400,lazarus,4,113.93047202995174,114.28571428571429,200.0,3600,node1_fail_join,True,25.0,0.7881462799495587,0.0,7.0,"abstract_algebra,anatomy,astronomy",112.9539830480195,
24767.471116239292,220907025.5239575,1955728.441443195,experiments/runs/repair_sweep/node1_fail_join_lazarus_cap16_steps128_so400p0_store14p0,6941880320.0,22993.158243195092,mmlu,16,0.0,0.0,220884032.36571428,36,128,78.96359027793041,966367.6416,0.0,1536.0,64,2.01765447667087,1932735.2832,386547056640.0,6400,lazarus,4,113.93032024655253,114.28571428571429,400.0,3600,node1_fail_join,True,25.0,0.7881462799495587,0.0,14.0,"abstract_algebra,anatomy,astronomy",112.95383389778955,
24767.471116239292,123718051.28304319,1955728.441443195,experiments/runs/repair_sweep/node1_fail_join_lazarus_cap16_steps128_so400p0_store25p0,6941880320.0,22993.158243195092,mmlu,16,0.0,0.0,123695058.1248,36,128,78.96359027793041,966367.6416,0.0,1536.0,64,2.01765447667087,1932735.2832,386547056640.0,6400,lazarus,4,64.23580633479727,64.0,400.0,3600,node1_fail_join,True,25.0,0.7881462799495587,0.0,25.0,"abstract_algebra,anatomy,astronomy",63.259319986034285,
24767.471116239292,883559122.6211003,1955728.441443195,experiments/runs/repair_sweep/node1_fail_join_lazarus_cap16_steps128_so400p0_store3p5,6941880320.0,22993.158243195092,mmlu,16,0.0,0.0,883536129.4628571,36,128,78.96359027793041,966367.6416,0.0,1536.0,64,2.01765447667087,1932735.2832,386547056640.0,6400,lazarus,4,452.75655146306565,457.14285714285717,400.0,3600,node1_fail_join,True,25.0,0.7881462799495587,0.0,3.5,"abstract_algebra,anatomy,astronomy",451.78006511430266,
